action,drug,reward,terminated
948,"[('Selinexor ', 5.0, 'uM')]",0.6405299145299146,False
599,"[('LY-2584702 (tosylate salt)', 0.5, 'uM')]",0.6404102564102564,False
739,"[('Oleic acid', 0.05, 'uM')]",0.6403418803418803,False
984,"[('TAK-901', 5.0, 'uM')]",0.6402564102564103,False
317,"[('Dabrafenib', 0.5, 'uM')]",0.6402051282051282,False
139,"[('Baicalin', 0.5, 'uM')]",0.6401880341880342,False
520,"[('HI-TOPK-032', 0.05, 'uM')]",0.6401880341880342,False
719,"[('Neratinib', 0.5, 'uM')]",0.6401538461538461,False
538,"[('Hydroxyurea', 0.05, 'uM')]",0.640034188034188,False
655,"[('Macitentan', 0.05, 'uM')]",0.639948717948718,False
1084,"[('Verapamil', 0.05, 'uM')]",0.6397264957264956,False
916,"[('Rosiglitazone', 0.05, 'uM')]",0.6397094017094017,False
1081,"[('Vemurafenib', 0.05, 'uM')]",0.6396410256410257,False
817,"[('Pimitespib', 0.05, 'uM')]",0.6396068376068376,False
445,"[('Fenofibrate', 0.05, 'uM')]",0.6393504273504274,False
559,"[('Infigratinib', 0.05, 'uM')]",0.6392820512820513,False
821,"[('Pimozide', 0.5, 'uM')]",0.6391452991452992,False
286,"[('Clotrimazole', 0.5, 'uM')]",0.6390940170940171,False
931,"[('SBI-0640756', 0.05, 'uM')]",0.6387863247863248,False
1003,"[('Tetracycline (hydrochloride)', 0.05, 'uM')]",0.6387008547008547,False
1132,"[('vincristine', 0.05, 'uM')]",0.6386666666666667,False
96,"[('Apalutamide', 0.05, 'uM')]",0.6385982905982905,False
1124,"[('olaparib', 0.5, 'uM')]",0.6384957264957265,False
394,"[('EX229', 0.05, 'uM')]",0.6384786324786325,False
751,"[('Ornidazole', 0.05, 'uM')]",0.6383589743589744,False
1011,"[('Thymopentin', 5.0, 'uM')]",0.6383418803418803,False
776,"[('Palmatine (chloride)', 0.5, 'uM')]",0.6382051282051282,False
743,"[('Omeprazole (sodium)', 0.5, 'uM')]",0.6381196581196581,False
737,"[('Olanzapine', 0.5, 'uM')]",0.6380854700854701,False
625,"[('Ligustrazine', 0.05, 'uM')]",0.638034188034188,False
604,"[('Lactate (calcium)', 0.05, 'uM')]",0.6378803418803418,False
887,"[('Relugolix', 0.5, 'uM')]",0.6378461538461538,False
929,"[('S-Adenosyl-L-methionine (disulfate tosylate)', 0.5, 'uM')]",0.6378290598290599,False
289,"[('Cloxacillin (sodium)', 0.5, 'uM')]",0.6377435897435897,False
1014,"[('Tirabrutinib (hydrochloride)', 5.0, 'uM')]",0.6377264957264956,False
641,"[('Lucanthone', 0.5, 'uM')]",0.6376581196581197,False
646,"[('MK-3903', 0.05, 'uM')]",0.6376239316239316,False
857,"[('Pyridoxine', 0.5, 'uM')]",0.6374017094017095,False
965,"[('Sodium Salicylate', 0.5, 'uM')]",0.6373162393162393,False
303,"[('Cytarabine (hydrochloride)', 0.05, 'uM')]",0.6371282051282051,False
893,"[('Retinoic acid', 0.5, 'uM')]",0.6371111111111112,False
982,"[('TAK-901', 0.05, 'uM')]",0.6370769230769231,False
659,"[('Malotilate', 0.5, 'uM')]",0.637059829059829,False
1036,"[('Torkinib', 0.05, 'uM')]",0.6369230769230769,False
434,"[('Esmolol (hydrochloride)', 0.5, 'uM')]",0.6368547008547009,False
784,"[('Pemetrexed', 0.05, 'uM')]",0.6367008547008547,False
854,"[('Pyridoxine (hydrochloride)', 0.5, 'uM')]",0.6367008547008547,False
547,"[('Idoxuridine', 0.05, 'uM')]",0.6366324786324786,False
1060,"[('Tubulin inhibitor 6', 0.05, 'uM')]",0.6365811965811966,False
334,"[('Darolutamide', 0.05, 'uM')]",0.6365641025641026,False
985,"[('Tadalafil', 0.05, 'uM')]",0.6363931623931625,False
1122,"[('crizotinib', 5.0, 'uM')]",0.6363076923076922,False
265,"[('Cilostazol', 0.5, 'uM')]",0.6362905982905983,False
274,"[('Clobetasol propionate', 0.5, 'uM')]",0.6361367521367521,False
723,"[('Nevirapine', 5.0, 'uM')]",0.6361196581196581,False
922,"[('Rucaparib (phosphate)', 0.05, 'uM')]",0.6360170940170939,False
838,"[('Posaconazole', 0.05, 'uM')]",0.635965811965812,False
771,"[('PH-797804', 5.0, 'uM')]",0.635948717948718,False
658,"[('Malotilate', 0.05, 'uM')]",0.635931623931624,False
621,"[('Levobupivacaine (hydrochloride)', 5.0, 'uM')]",0.6357435897435897,False
49,"[('Acetazolamide', 0.5, 'uM')]",0.6357094017094017,False
677,"[('Methotrexate', 0.5, 'uM')]",0.6356752136752137,False
3,"[('(S)-Crizotinib', 0.05, 'uM')]",0.6356581196581197,False
962,"[('Sivelestat (sodium tetrahydrate)', 0.5, 'uM')]",0.6356239316239316,False
192,"[('Bicalutamide', 0.05, 'uM')]",0.6354700854700854,False
740,"[('Oleic acid', 0.5, 'uM')]",0.6353675213675214,False
518,"[('Goserelin (acetate)', 0.5, 'uM')]",0.6353162393162393,False
188,"[('Betamethasone dipropionate', 5.0, 'uM')]",0.6352991452991452,False
731,"[('Norepinephrine (hydrochloride)', 0.5, 'uM')]",0.6351965811965812,False
964,"[('Sodium Salicylate', 0.05, 'uM')]",0.6351794871794871,False
1078,"[('Vandetanib', 0.05, 'uM')]",0.6351282051282051,False
332,"[('Darinaparsin', 0.5, 'uM')]",0.6348547008547009,False
1076,"[('Valdecoxib', 0.5, 'uM')]",0.6348205128205129,False
361,"[('Dimethyl fumarate', 0.05, 'uM')]",0.6346495726495727,False
851,"[('Proglumide', 0.5, 'uM')]",0.6345982905982905,False
863,"[('Quinidine (15% dihydroquinidine)', 0.5, 'uM')]",0.6345982905982905,False
820,"[('Pimozide', 0.05, 'uM')]",0.6344444444444444,False
949,"[('Sildenafil', 0.05, 'uM')]",0.6343931623931625,False
614,"[('Larotrectinib', 0.5, 'uM')]",0.6343418803418803,False
792,"[('Penfluridol', 5.0, 'uM')]",0.6342735042735043,False
353,"[('Diammonium Glycyrrhizinate', 0.5, 'uM')]",0.6342393162393163,False
339,"[('Decitabine', 5.0, 'uM')]",0.6341880341880342,False
282,"[('Clopidogrel', 0.05, 'uM')]",0.6340683760683761,False
235,"[('Canagliflozin', 0.5, 'uM')]",0.634051282051282,False
1136,"[('γ-Oryzanol', 0.5, 'uM')]",0.634034188034188,False
206,"[('Bisoprolol (hemifumarate)', 5.0, 'uM')]",0.6340170940170939,False
1004,"[('Tetracycline (hydrochloride)', 0.5, 'uM')]",0.6340170940170939,False
27,"[('AT7519', 0.05, 'uM')]",0.633965811965812,False
794,"[('Pentagastrin', 0.5, 'uM')]",0.633948717948718,False
1055,"[('Trifluridine', 0.5, 'uM')]",0.6338632478632479,False
824,"[('Pioglitazone', 0.5, 'uM')]",0.6338461538461538,False
869,"[('Radotinib', 0.5, 'uM')]",0.6338461538461538,False
680,"[('Methyl aminolevulinate (hydrochloride)', 0.5, 'uM')]",0.6337435897435897,False
623,"[('Lidocaine (hydrochloride)', 0.5, 'uM')]",0.6336752136752137,False
703,"[('NG25', 0.05, 'uM')]",0.6336581196581197,False
1027,"[('Tolmetin', 0.05, 'uM')]",0.6335555555555555,False
374,"[('Docetaxel', 0.5, 'uM')]",0.6333162393162393,False
576,"[('Ivabradine (hydrochloride)', 5.0, 'uM')]",0.6332991452991452,False
763,"[('Oxaprozin', 0.05, 'uM')]",0.6332649572649572,False
448,"[('Ferulic acid', 0.05, 'uM')]",0.6332136752136752,False
583,"[('Ixazomib', 0.05, 'uM')]",0.6331452991452992,False
592,"[('LB-100', 0.05, 'uM')]",0.633059829059829,False
78,"[('Almonertinib (mesylate)', 0.05, 'uM')]",0.633042735042735,False
940,"[('Sapanisertib', 0.05, 'uM')]",0.632940170940171,False
229,"[('Cabozantinib (S-malate)', 0.5, 'uM')]",0.6329230769230769,False
997,"[('Temuterkib', 0.05, 'uM')]",0.6328547008547009,False
244,"[('Captopril', 0.5, 'uM')]",0.6328205128205129,False
473,"[('Folic acid', 0.5, 'uM')]",0.6327863247863248,False
578,"[('Ivermectin', 0.5, 'uM')]",0.6327692307692308,False
976,"[('Sunitinib', 0.05, 'uM')]",0.6327350427350427,False
454,"[('Finasteride', 0.05, 'uM')]",0.6326666666666667,False
34,"[('AZD-8055', 0.5, 'uM')]",0.6325982905982905,False
781,"[('Pasireotide (acetate)', 0.05, 'uM')]",0.6325470085470086,False
120,"[('Atazanavir (sulfate)', 0.05, 'uM')]",0.6325299145299146,False
755,"[('Osimertinib (mesylate)', 0.5, 'uM')]",0.6324615384615384,False
714,"[('Naproxen', 5.0, 'uM')]",0.6324444444444444,False
966,"[('Sodium Salicylate', 5.0, 'uM')]",0.6323418803418803,False
213,"[('Brimonidine', 0.05, 'uM')]",0.6323247863247863,False
416,"[('Entrectinib', 0.5, 'uM')]",0.6323076923076922,False
516,"[('Glycyrrhizic acid', 5.0, 'uM')]",0.6322905982905983,False
356,"[('Digitoxin', 0.5, 'uM')]",0.6321367521367521,False
341,"[('Delamanid', 0.5, 'uM')]",0.6320854700854701,False
150,"[('Belumosudil', 0.05, 'uM')]",0.6320683760683761,False
733,"[('OTS514', 0.05, 'uM')]",0.632051282051282,False
478,"[('Fulvestrant', 0.05, 'uM')]",0.631982905982906,False
644,"[('Lumateperone (tosylate)', 0.5, 'uM')]",0.631965811965812,False
661,"[('Mebendazole', 0.05, 'uM')]",0.6318803418803418,False
557,"[('Indacaterol (maleate)', 0.5, 'uM')]",0.6318461538461538,False
814,"[('Phenytoin (sodium)', 0.05, 'uM')]",0.6318119658119659,False
266,"[('Cilostazol', 5.0, 'uM')]",0.6317948717948718,False
979,"[('TAK-733', 0.05, 'uM')]",0.6317606837606837,False
846,"[('Pravastatin (sodium)', 5.0, 'uM')]",0.6315897435897435,False
443,"[('Fedratinib (hydrochloride hydrate)', 0.5, 'uM')]",0.6315384615384616,False
252,"[('Celecoxib', 0.05, 'uM')]",0.6315042735042735,False
590,"[('L-Thyroxine (sodium salt pentahydrate)', 0.5, 'uM')]",0.6315042735042735,False
135,"[('BI-78D3', 0.05, 'uM')]",0.6314188034188034,False
591,"[('L-Thyroxine (sodium salt pentahydrate)', 5.0, 'uM')]",0.6311282051282051,False
698,"[('Monocrotaline', 0.5, 'uM')]",0.6311282051282051,False
1013,"[('Tirabrutinib (hydrochloride)', 0.5, 'uM')]",0.630991452991453,False
261,"[('Ciclopirox', 0.05, 'uM')]",0.630974358974359,False
118,"[('Ataluren', 0.5, 'uM')]",0.6309230769230769,False
943,"[('Saquinavir', 0.05, 'uM')]",0.6309230769230769,False
183,"[('Bestatin', 0.05, 'uM')]",0.6307692307692307,False
1094,"[('Vinblastine (sulfate)', 0.5, 'uM')]",0.6307521367521367,False
86,"[('Altretamine', 5.0, 'uM')]",0.6307008547008547,False
523,"[('Harringtonine', 0.05, 'uM')]",0.6306495726495727,False
142,"[('Balsalazide (sodium hydrate)', 0.5, 'uM')]",0.6306153846153846,False
560,"[('Infigratinib', 0.5, 'uM')]",0.6304786324786325,False
211,"[('Bosentan (hydrate)', 0.5, 'uM')]",0.6304615384615384,False
109,"[('Artesunate', 0.5, 'uM')]",0.6303931623931625,False
764,"[('Oxaprozin', 0.5, 'uM')]",0.6302905982905983,False
908,"[('Rimonabant', 0.5, 'uM')]",0.6300170940170939,False
87,"[('Amsacrine', 0.05, 'uM')]",0.629965811965812,False
638,"[('Lopinavir', 0.5, 'uM')]",0.629948717948718,False
749,"[('Orlistat', 0.5, 'uM')]",0.629948717948718,False
19,"[('8-Hydroxyquinoline', 0.5, 'uM')]",0.6299145299145299,False
205,"[('Bisoprolol (hemifumarate)', 0.5, 'uM')]",0.6297435897435897,False
647,"[('MK-3903', 0.5, 'uM')]",0.6297264957264957,False
688,"[('Mifepristone', 0.05, 'uM')]",0.6297264957264957,False
426,"[('Erdafitinib ', 5.0, 'uM')]",0.6297094017094017,False
988,"[('Talc', 0.05, 'uM')]",0.6296068376068376,False
1064,"[('Tucatinib', 0.5, 'uM')]",0.6295726495726496,False
283,"[('Clopidogrel', 0.5, 'uM')]",0.6295042735042735,False
428,"[('Erlotinib', 0.5, 'uM')]",0.6293846153846154,False
961,"[('Sivelestat (sodium tetrahydrate)', 0.05, 'uM')]",0.6293846153846154,False
197,"[('Bimatoprost', 5.0, 'uM')]",0.6293675213675214,False
730,"[('Norepinephrine (hydrochloride)', 0.05, 'uM')]",0.6293333333333333,False
296,"[('Crizotinib (hydrochloride)', 5.0, 'uM')]",0.6292991452991453,False
622,"[('Lidocaine (hydrochloride)', 0.05, 'uM')]",0.6292991452991453,False
469,"[('Fluvoxamine', 0.05, 'uM')]",0.6292820512820513,False
413,"[('Entecavir (monohydrate)', 0.5, 'uM')]",0.6292307692307693,False
327,"[('Dapagliflozin', 5.0, 'uM')]",0.6291965811965812,False
709,"[('Nafamostat (mesylate)', 0.05, 'uM')]",0.6291452991452992,False
713,"[('Naproxen', 0.5, 'uM')]",0.628940170940171,False
89,"[('Amsacrine', 5.0, 'uM')]",0.6289230769230769,False
845,"[('Pravastatin (sodium)', 0.5, 'uM')]",0.6289230769230769,False
1128,"[('palbociclib', 5.0, 'uM')]",0.6288888888888888,False
325,"[('Dapagliflozin', 0.05, 'uM')]",0.6288547008547009,False
12,"[('5-Azacytidine', 0.05, 'uM')]",0.6288205128205129,False
90,"[('Anastrozole', 0.05, 'uM')]",0.6288034188034188,False
36,"[('AZD1390', 0.05, 'uM')]",0.6287179487179487,False
746,"[('Omeprazole', 0.5, 'uM')]",0.6287008547008547,False
372,"[('Docetaxel (Trihydrate)', 5.0, 'uM')]",0.6285470085470086,False
877,"[('Ranolazine', 0.05, 'uM')]",0.6285299145299146,False
24,"[('APTO-253', 0.05, 'uM')]",0.6284615384615384,False
99,"[('Aprepitant', 0.05, 'uM')]",0.6284102564102564,False
500,"[('Gallic acid', 0.5, 'uM')]",0.6284102564102564,False
631,"[('Lonafarnib', 0.05, 'uM')]",0.6283931623931625,False
1100,"[('Vitamin K4', 0.5, 'uM')]",0.6283076923076922,False
123,"[('Auranofin', 0.05, 'uM')]",0.6282735042735043,False
488,"[('Fusidic acid', 0.5, 'uM')]",0.6281880341880342,False
285,"[('Clotrimazole', 0.05, 'uM')]",0.6281538461538462,False
301,"[('Cysteamine (hydrochloride)', 0.5, 'uM')]",0.6281538461538462,False
238,"[('Capivasertib', 0.5, 'uM')]",0.6281196581196582,False
952,"[('Silodosin', 0.05, 'uM')]",0.6280683760683761,False
159,"[('Benproperine (phosphate)', 0.05, 'uM')]",0.628,False
619,"[('Levobupivacaine (hydrochloride)', 0.05, 'uM')]",0.628,False
144,"[('Belinostat', 0.05, 'uM')]",0.6278803418803418,False
721,"[('Nevirapine', 0.05, 'uM')]",0.6277606837606837,False
423,"[('Eplerenone', 5.0, 'uM')]",0.6276923076923078,False
1066,"[('Tucidinostat', 0.05, 'uM')]",0.6276581196581197,False
56,"[('Adagrasib', 5.0, 'uM')]",0.6276239316239316,False
329,"[('Daptomycin', 0.5, 'uM')]",0.6275897435897435,False
442,"[('Fedratinib (hydrochloride hydrate)', 0.05, 'uM')]",0.6275726495726496,False
347,"[('Dexamethasone', 0.5, 'uM')]",0.6275555555555555,False
100,"[('Aprepitant', 0.5, 'uM')]",0.6275384615384616,False
524,"[('Harringtonine', 0.5, 'uM')]",0.6275042735042735,False
727,"[('Nimesulide', 0.05, 'uM')]",0.6274700854700854,False
48,"[('Acetazolamide', 0.05, 'uM')]",0.6273675213675214,False
790,"[('Penfluridol', 0.05, 'uM')]",0.6273675213675214,False
1068,"[('Tucidinostat', 5.0, 'uM')]",0.6273675213675214,False
913,"[('Ropivacaine (hydrochloride monohydrate)', 0.05, 'uM')]",0.6273504273504273,False
497,"[('Gallic acid (hydrate)', 0.5, 'uM')]",0.6272649572649573,False
611,"[('Larotrectinib sulfate', 0.5, 'uM')]",0.6272649572649573,False
262,"[('Ciclopirox', 0.5, 'uM')]",0.6272478632478633,False
490,"[('Futibatinib', 0.05, 'uM')]",0.6272478632478633,False
706,"[('NVP-BHG712', 0.05, 'uM')]",0.6272478632478633,False
493,"[('GSK1059615', 0.05, 'uM')]",0.6272307692307693,False
923,"[('Rucaparib (phosphate)', 0.5, 'uM')]",0.6272307692307693,False
388,"[('ERK5-IN-2', 0.05, 'uM')]",0.6271965811965812,False
1033,"[('Topotecan (hydrochloride)', 0.05, 'uM')]",0.6271282051282051,False
298,"[('Cyclosporin A', 0.5, 'uM')]",0.627042735042735,False
54,"[('Adagrasib', 0.05, 'uM')]",0.627025641025641,False
716,"[('Neratinib (maleate)', 0.5, 'uM')]",0.626991452991453,False
271,"[('Citalopram (hydrobromide)', 0.5, 'uM')]",0.626957264957265,False
744,"[('Omeprazole (sodium)', 5.0, 'uM')]",0.626957264957265,False
190,"[('Bexarotene', 0.5, 'uM')]",0.626940170940171,False
643,"[('Lumateperone (tosylate)', 0.05, 'uM')]",0.6268888888888888,False
398,"[('Econazole', 0.5, 'uM')]",0.6268547008547009,False
808,"[('Pexidartinib (hydrochloride)', 0.05, 'uM')]",0.6267521367521367,False
1061,"[('Tubulin inhibitor 6', 0.5, 'uM')]",0.6267350427350427,False
508,"[('Gemfibrozil', 0.05, 'uM')]",0.6267179487179487,False
849,"[('Procainamide (hydrochloride)', 5.0, 'uM')]",0.6266495726495727,False
148,"[('Belumosudil (mesylate)', 0.5, 'uM')]",0.6265811965811966,False
276,"[('Clofarabine', 0.05, 'uM')]",0.6265811965811966,False
510,"[('Gemfibrozil', 5.0, 'uM')]",0.6264786324786324,False
936,"[('Sacubitril/Valsartan', 5.0, 'uM')]",0.6264444444444445,False
1045,"[('Tranilast', 0.05, 'uM')]",0.6264444444444445,False
939,"[('Salicylic acid', 5.0, 'uM')]",0.6264273504273504,False
801,"[('Pentoxifylline', 5.0, 'uM')]",0.6264102564102564,False
76,"[('Almonertinib (hydrochloride)', 0.5, 'uM')]",0.6263760683760684,False
313,"[('DTP3', 0.05, 'uM')]",0.6263589743589744,False
1085,"[('Verapamil', 0.5, 'uM')]",0.6263247863247863,False
117,"[('Ataluren', 0.05, 'uM')]",0.6263076923076922,False
565,"[('Irinotecan (hydrochloride)', 0.05, 'uM')]",0.6262905982905983,False
1057,"[('Trimetrexate', 0.05, 'uM')]",0.6262905982905983,False
700,"[('Mozavaptan', 0.05, 'uM')]",0.6262735042735043,False
632,"[('Lonafarnib', 0.5, 'uM')]",0.6260854700854701,False
460,"[('Flumatinib (mesylate)', 0.05, 'uM')]",0.6260683760683761,False
842,"[('Pralsetinib', 0.5, 'uM')]",0.626034188034188,False
483,"[('Fumaric acid', 5.0, 'uM')]",0.626017094017094,False
304,"[('Cytarabine (hydrochloride)', 0.5, 'uM')]",0.626,False
715,"[('Neratinib (maleate)', 0.05, 'uM')]",0.6258803418803418,False
562,"[('Ipatasertib', 0.05, 'uM')]",0.6258632478632479,False
889,"[('Resveratrol', 0.05, 'uM')]",0.6258461538461538,False
240,"[('Capmatinib', 0.05, 'uM')]",0.6258119658119659,False
532,"[('Homoharringtonine', 0.05, 'uM')]",0.6258119658119659,False
419,"[('Epirubicin (hydrochloride)', 0.5, 'uM')]",0.6256923076923078,False
273,"[('Clobetasol propionate', 0.05, 'uM')]",0.6256581196581197,False
738,"[('Olanzapine', 5.0, 'uM')]",0.6256410256410256,False
363,"[('Dimethyl fumarate', 5.0, 'uM')]",0.6256239316239316,False
382,"[('Doxycycline (monohydrate)', 0.05, 'uM')]",0.6255555555555555,False
319,"[('Daidzin', 0.05, 'uM')]",0.6255042735042735,False
847,"[('Procainamide (hydrochloride)', 0.05, 'uM')]",0.6255042735042735,False
694,"[('Mitoxantrone (dihydrochloride)', 0.05, 'uM')]",0.6254017094017095,False
570,"[('Irinotecan', 5.0, 'uM')]",0.6253675213675214,False
639,"[('Lopinavir', 5.0, 'uM')]",0.6253333333333333,False
758,"[('Ouabain (Octahydrate)', 0.5, 'uM')]",0.6253333333333333,False
184,"[('Bestatin', 0.5, 'uM')]",0.6252820512820513,False
461,"[('Flumatinib (mesylate)', 0.5, 'uM')]",0.6251965811965812,False
692,"[('Minodronic acid', 0.5, 'uM')]",0.6250940170940171,False
357,"[('Digitoxin', 5.0, 'uM')]",0.6250769230769231,False
156,"[('Bendamustine', 0.05, 'uM')]",0.625025641025641,False
627,"[('Ligustrazine', 5.0, 'uM')]",0.624974358974359,False
917,"[('Rosiglitazone', 0.5, 'uM')]",0.624974358974359,False
310,"[('DT-061', 0.05, 'uM')]",0.624957264957265,False
180,"[('Bestatin (hydrochloride)', 0.05, 'uM')]",0.6249230769230769,False
1082,"[('Vemurafenib', 0.5, 'uM')]",0.6249230769230769,False
